availability,channel_discovered,duration,kind,search_query,tested_seconds,title,title_discovered,url,video_id,yt_dlp_error,yt_dlp_ok
,Ms Rachel - Toddler Learning Videos,,kids,preschool learning,7.45,,"Learn Colors, Fruits and Vegetables with Ms Rachel | Toddler Learning Video | Speech | Educational",https://www.youtube.com/watch?v=TyV-OhCrVDA,TyV-OhCrVDA,ERROR: [youtube] TyV-OhCrVDA: This video is not available,False
,WOW ENGLISH,,kids,preschool learning,7.52,,"How to teach Kids  | from a Prague kindergarten, part 1 | English for Children",https://www.youtube.com/watch?v=NIk1-ck4c6Q,NIk1-ck4c6Q,ERROR: [youtube] NIk1-ck4c6Q: This video is not available,False
,Lah-Lah,,kids,preschool learning,6.92,,ABC Dinosaur Songs + More | Fun Dinosaur Learning Songs for Kids by Lah-Lah,https://www.youtube.com/watch?v=kn_-_2Vek_o,kn_-_2Vek_o,ERROR: [youtube] kn_-_2Vek_o: This video is not available,False
,Toddler Learning Videos For Kids - Lucas & Friends,,kids,preschool learning,7.39,,"Toddler Learning First Words, Colors, ABCs & Songs | Baby Learning Video with Lucas for Preschoolers",https://www.youtube.com/watch?v=WOn8gdKrZzY,WOn8gdKrZzY,ERROR: [youtube] WOn8gdKrZzY: This video is not available,False
,The Activity Learner,,kids,preschool learning,7.33,,"Sesame Street Learning Videos | Learn Colors, Shapes & More | Educational Videos For Toddlers",https://www.youtube.com/watch?v=5825SDYRFFg,5825SDYRFFg,ERROR: [youtube] 5825SDYRFFg: This video is not available,False
,ABC FUNWORLD,,kids,preschool learning,6.53,,"Best Learn Numbers, Shapes & Counting 1 - 10 | Preschool Toddler Learning Toy Videos",https://www.youtube.com/watch?v=y_rH7cllMbU,y_rH7cllMbU,ERROR: [youtube] y_rH7cllMbU: This video is not available,False
,ChupiChapa,,kids,preschool learning,7.36,,"Create & explore colors, Fruits & Shapes | kids Toddler fun video",https://www.youtube.com/watch?v=99ko-QPJ4uQ,99ko-QPJ4uQ,ERROR: [youtube] 99ko-QPJ4uQ: This video is not available,False
,Ms Rachel - Toddler Learning Videos,,kids,preschool learning,6.92,,"Learn Numbers, Colors, Counting and Shapes with Ms Rachel | Learning Videos for Toddlers in English",https://www.youtube.com/watch?v=hOHrqPI9bVk,hOHrqPI9bVk,ERROR: [youtube] hOHrqPI9bVk: This video is not available,False
,Genevieve's Playhouse - Learning Videos for Kids,,kids,preschool learning,7.24,,Preschool Learning Video with Lots of Fun Educational Toys!,https://www.youtube.com/watch?v=XobhUpv1ttg,XobhUpv1ttg,ERROR: [youtube] XobhUpv1ttg: This video is not available,False
,Ms Rachel - Toddler Learning Videos,,kids,preschool learning,6.93,,"Toddler Learning Video with Ms Rachel | 2 Year Old Milestones, Speech & Social Skills for Toddlers",https://www.youtube.com/watch?v=INYqyOPAP9Y,INYqyOPAP9Y,ERROR: [youtube] INYqyOPAP9Y: This video is not available,False
,Ms Rachel - Toddler Learning Videos,,kids,preschool learning,7.26,,Songs for Littles Christmas Movie | Toddler Learning Video | Preschool with Ms Rachel,https://www.youtube.com/watch?v=HsT3iI6dT5U,HsT3iI6dT5U,ERROR: [youtube] HsT3iI6dT5U: This video is not available,False
,Ms Rachel - Toddler Learning Videos,,kids,preschool learning,7.52,,"Preschool Videos - Halloween Songs for Kids - Circle Time for Preschoolers - Learning, Movement",https://www.youtube.com/watch?v=B7AuefmcT6A,B7AuefmcT6A,ERROR: [youtube] B7AuefmcT6A: This video is not available,False
,ChupiChapa,,kids,preschool learning,7.43,,Best discover ABC with Alphabet Game | Fun Letters Hunt with Toys | kids Toddler fun video,https://www.youtube.com/watch?v=pYdVe3cii_4,pYdVe3cii_4,ERROR: [youtube] pYdVe3cii_4: This video is not available,False
,Genevieve's Playhouse - Learning Videos for Kids,,kids,preschool learning,6.99,,Best Car Toy Learning Video for Toddlers - Preschool Educational Toy Vehicle Puzzle!,https://www.youtube.com/watch?v=8x7uqLJmtrQ,8x7uqLJmtrQ,ERROR: [youtube] 8x7uqLJmtrQ: This video is not available,False
,The Kiboomers - Kids Music Channel,,kids,preschool learning,7.24,,Going on a Bear Hunt - THE KIBOOMERS Preschool Songs for Circle Time,https://www.youtube.com/watch?v=5_ShP3fiEhU,5_ShP3fiEhU,ERROR: [youtube] 5_ShP3fiEhU: This video is not available,False
,Ms Rachel - Toddler Learning Videos,,kids,preschool learning,6.99,,"Learn with Ms Rachel - Friendship & Social Skills - Videos for Kids - Colors, Letters & Counting",https://www.youtube.com/watch?v=2dDpryw3z5w,2dDpryw3z5w,ERROR: [youtube] 2dDpryw3z5w: This video is not available,False
,Ms. B Early Education ,,kids,preschool learning,6.93,,"What's That Animal? 🌊🐋 Learn Ocean Animals Names & Sounds for Toddlers (First Words, ESL)",https://www.youtube.com/watch?v=gVeO940dpmo,gVeO940dpmo,ERROR: [youtube] gVeO940dpmo: This video is not available,False
,Genevieve's Playhouse - Learning Videos for Kids,,kids,preschool learning,7.82,,Best Learning Video for Toddlers Learn Colors with Crayon Surprises!,https://www.youtube.com/watch?v=9_WBQISVHnw,9_WBQISVHnw,ERROR: [youtube] 9_WBQISVHnw: This video is not available,False
,Super Simple Play with Caitie!,,kids,preschool learning,7.8,,"Colors, Colors, Colors! | Caitie's Classroom | Pre-K Education",https://www.youtube.com/watch?v=VpZrYTgdGvM,VpZrYTgdGvM,ERROR: [youtube] VpZrYTgdGvM: This video is not available,False
,Super Simple Songs - Kids Songs,,kids,preschool learning,7.87,,Make A Circle | Preschool Song | Super Simple Songs,https://www.youtube.com/watch?v=ALcL3MuU4xQ,ALcL3MuU4xQ,ERROR: [youtube] ALcL3MuU4xQ: This video is not available,False
,Koala Moon - Kids Bedtime Stories,,kids,storytime for kids,7.52,,The Sleepy Dreamcoaster 🎢 😴 Cozy Bedtime Story for Kids 🌙,https://www.youtube.com/watch?v=VS6YM5E57tk,VS6YM5E57tk,ERROR: [youtube] VS6YM5E57tk: This video is not available,False
,Hoots & Tales,,kids,storytime for kids,7.03,,"2+ Hours of Children’s Read Alouds | Stories by Leslie Patricelli, Mem Fox, Eric Carle & More",https://www.youtube.com/watch?v=5c0BH7f6HL4,5c0BH7f6HL4,ERROR: [youtube] 5c0BH7f6HL4: This video is not available,False
,Fairy Tales and Stories for Kids,,kids,storytime for kids,6.9,,Red Shoes and The Duck | Bedtime Stories for Kids in English | Fairy Tales,https://www.youtube.com/watch?v=l5FKpT7QxM0,l5FKpT7QxM0,ERROR: [youtube] l5FKpT7QxM0: This video is not available,False
,Koala Moon - Kids Bedtime Stories,,kids,storytime for kids,7.55,,Winnie The Pooh 🍯🐻 Classic Bedtime Story to Help Kids Sleep | Goodnight Bedtime Stories,https://www.youtube.com/watch?v=i0GjUma0434,i0GjUma0434,ERROR: [youtube] i0GjUma0434: This video is not available,False
,Choo Choo Train Kids Videos,,kids,cartoons for kids,7.15,,Choo Choo & Jimmy Save the Day | Train Stuck on Bridge Rescue Story for Kids | Fun Cartoon Adventure,https://www.youtube.com/watch?v=xPkDE99t_U0,xPkDE99t_U0,ERROR: [youtube] xPkDE99t_U0: This video is not available,False
,Hoots & Tales,,kids,storytime for kids,7.74,,1+ Hour of Animal Storybooks 🐾 | Kids Read Aloud Compilation with Fun Learning Reflections,https://www.youtube.com/watch?v=SkkHJS9_-Nk,SkkHJS9_-Nk,ERROR: [youtube] SkkHJS9_-Nk: This video is not available,False
,RooRoo Monkey Songs,,kids,cartoons for kids,6.94,,"Sharing is Caring | Baby Monkey, Do You Like to Share with Me? | Nursery Rhymes & Kids Songs",https://www.youtube.com/watch?v=ZNEG5x-puJY,ZNEG5x-puJY,ERROR: [youtube] ZNEG5x-puJY: This video is not available,False
,WB Kids,,kids,cartoons for kids,7.44,,Tom & Jerry | A Bit of Fresh Air! | Classic Cartoon Compilation | @WB Kids,https://www.youtube.com/watch?v=5oH9Nr3bKfw,5oH9Nr3bKfw,ERROR: [youtube] 5oH9Nr3bKfw: This video is not available,False
,My Fun Animal Friends,,kids,cartoons for kids,6.98,,Wheels on the bus +Baby Shark & More Popular @CoComelon Animal Cartoons for Kids | Funny Cartoons,https://www.youtube.com/watch?v=oeAdpUrkPA0,oeAdpUrkPA0,ERROR: [youtube] oeAdpUrkPA0: This video is not available,False
,Yes! Neo – Kids Songs and Cartoons,,kids,cartoons for kids,7.12,,"Learn Excavator, Loader, Crane Truck | Construction Trucks | Nursery Rhymes & Kids Songs | Yes! Neo",https://www.youtube.com/watch?v=W-3IXpGXW98,W-3IXpGXW98,ERROR: [youtube] W-3IXpGXW98: This video is not available,False
,★ Kids Roma Show,,kids,cartoons for kids,6.62,,Kids Become Superheroes and Save the Day!,https://www.youtube.com/watch?v=1YgKvcfge2U,1YgKvcfge2U,ERROR: [youtube] 1YgKvcfge2U: This video is not available,False
,✿ Kids Diana Show,,kids,cartoons for kids,7.12,,ABC Adventure - Learn the Alphabet for Kids,https://www.youtube.com/watch?v=FT_Kx8LO-SU,FT_Kx8LO-SU,ERROR: [youtube] FT_Kx8LO-SU: This video is not available,False
,School of Action,,kids,cartoons for kids,7.01,,Joey & Boo's High Wire Garden Adventure! | Antiks 🐜 | Action Cartoons For Kids,https://www.youtube.com/watch?v=5r4PMTXhWsA,5r4PMTXhWsA,ERROR: [youtube] 5r4PMTXhWsA: This video is not available,False
,First Toons,,kids,cartoons for kids,7.17,,Sing with Mocas - Little Monster Cars! The Ants Go Marching song for babies & more songs for kids.,https://www.youtube.com/watch?v=2R2F_ybDA48,2R2F_ybDA48,ERROR: [youtube] 2R2F_ybDA48: This video is not available,False
,Zay's Dino Rescue Squad,,kids,cartoons for kids,6.77,,Family Dino Jungle Escape 🦖🚁 Kids Story | 3D Cartoon for Toddlers Adventure,https://www.youtube.com/watch?v=FUdGuvJJcAM,FUdGuvJJcAM,ERROR: [youtube] FUdGuvJJcAM: This video is not available,False
,Billion Surprise Toys,,kids,cartoons for kids,7.04,,Baby Police Saves the School Bus | Dinosaur Chase | Kids Cartoon,https://www.youtube.com/watch?v=18vgIB31xVA,18vgIB31xVA,ERROR: [youtube] 18vgIB31xVA: This video is not available,False
,KIDS crafts,,kids,kids crafts,7.41,,How To Make Easy Paper jet Airplane  For Kids /  Craft Ideas / Paper Craft Easy / KIDS crafts,https://www.youtube.com/watch?v=oNroQ-V0EkA,oNroQ-V0EkA,ERROR: [youtube] oNroQ-V0EkA: This video is not available,False
,Kids Art & Craft,,kids,kids crafts,7.46,,Super Easy Craft Activities for you | DIY Creative Kids Crafts that ANYONE Can Make,https://www.youtube.com/watch?v=fwpJGwCnwtM,fwpJGwCnwtM,ERROR: [youtube] fwpJGwCnwtM: This video is not available,False
,5-Minute Crafts,,kids,kids crafts,7.14,,INCREDIBLE RAINBOW CRAFTS || Fantastic Room Makeover Ideas,https://www.youtube.com/watch?v=T2kfQY3IHxs,T2kfQY3IHxs,ERROR: [youtube] T2kfQY3IHxs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Crayola Create Kids,,kids,kids crafts,7.09,,Fun Crafts for Kids | DIY Activities for the Whole Family || Crayola Create,https://www.youtube.com/watch?v=_oRX6LwcU_8,_oRX6LwcU_8,ERROR: [youtube] _oRX6LwcU_8: This video is not available,False
,5-Minute Crafts,,kids,kids crafts,8.23,,COOL RAINBOW CRAFTS AND EASY ART IDEAS,https://www.youtube.com/watch?v=B8p1jQM0KjY,B8p1jQM0KjY,ERROR: [youtube] B8p1jQM0KjY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,SmileToon Kids – Laugh & Fun,,kids,kids crafts,7.16,,📱 Let’s Create & Play! Easy Paper Crafts and More Kid Fun! 🎀,https://www.youtube.com/watch?v=ebwq7rw9WFE,ebwq7rw9WFE,ERROR: [youtube] ebwq7rw9WFE: This video is not available,False
,KIDS crafts,,kids,kids crafts,7.78,,How To Make Easy Paper House For Kids / Nursery Craft Ideas / Paper Craft Easy / KIDS crafts,https://www.youtube.com/watch?v=2hcLN7OXCF0,2hcLN7OXCF0,ERROR: [youtube] 2hcLN7OXCF0: This video is not available,False
,Baker Ross,,kids,kids crafts,7.69,,15 Quick & Easy Sensory Crafts For Kids,https://www.youtube.com/watch?v=Cih4U17ph8A,Cih4U17ph8A,ERROR: [youtube] Cih4U17ph8A: This video is not available,False
,SparkleToon,,kids,kids crafts,7.8,,"Let’s Explore Fun Kids Ideas! 🎨 Magic Markers, Silly Crafts and More! 😊 #KidsLearning",https://www.youtube.com/watch?v=CjGT_QFjaXI,CjGT_QFjaXI,ERROR: [youtube] CjGT_QFjaXI: This video is not available,False
,FriendToon - Create & Play,,kids,kids crafts,7.7,,🤏 BEST DIY Squishy Crafts For Kids EVER! ✨😍,https://www.youtube.com/watch?v=Qaf7aFWxqBo,Qaf7aFWxqBo,ERROR: [youtube] Qaf7aFWxqBo: This video is not available,False
,KIDS crafts,,kids,kids crafts,7.03,,How To Make Easy Paper Cat For Kids / Nursery Craft Ideas / Paper Craft Easy / KIDS crafts,https://www.youtube.com/watch?v=uhfq_95kwwo,uhfq_95kwwo,ERROR: [youtube] uhfq_95kwwo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fun Caboodle,,kids,kids crafts,7.08,,Bluey and Bingo DIY Squishies with Squishy Maker! Crafts for Kids,https://www.youtube.com/watch?v=J4Ag0vCy9P0,J4Ag0vCy9P0,ERROR: [youtube] J4Ag0vCy9P0: This video is not available,False
,5-Minute Crafts,,kids,kids crafts,7.63,,DIY FIDGET TOYS 😍✨IS THIS THE MOST SATISFYING SLIME EVER? 💙🍏,https://www.youtube.com/watch?v=qzj2dIEuxxs,qzj2dIEuxxs,ERROR: [youtube] qzj2dIEuxxs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,LittleFlip Zoo – Explore & Smile,,kids,kids crafts,7.22,,🌈 BEST Rainbow Crafts For Kids EVER! 😍✨,https://www.youtube.com/watch?v=XAFKT18IHEA,XAFKT18IHEA,ERROR: [youtube] XAFKT18IHEA: This video is not available,False
,5-Minute Crafts,,kids,kids crafts,6.67,,17 COLORFUL CRAFTS FOR BORING DAYS,https://www.youtube.com/watch?v=XU2i3_QoRNA,XU2i3_QoRNA,ERROR: [youtube] XU2i3_QoRNA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Crayola Create Kids,,kids,kids crafts,6.98,,Fun Winter Hygiene Crafts for Kids ☃️ Stay Healthy & Happy!,https://www.youtube.com/watch?v=l39OPP1MvKc,l39OPP1MvKc,ERROR: [youtube] l39OPP1MvKc: This video is not available,False
,Kids Art & Craft,,kids,kids crafts,7.31,,Colorful DIY Crafts For Boring Days | Easy and Creative Crafts for Kids to Do at Home,https://www.youtube.com/watch?v=n2H74jYuz78,n2H74jYuz78,ERROR: [youtube] n2H74jYuz78: This video is not available,False
,Girl Crafts,,kids,kids crafts,7.15,,"100 DIY - EASY LIFE HACKS AND DIY PROJECTS YOU CAN DO IN 5 MINUTES - ROOM DECOR, PHONE CASE and more",https://www.youtube.com/watch?v=aUYpPS1SRmc,aUYpPS1SRmc,ERROR: [youtube] aUYpPS1SRmc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,5-Minute Crafts,,kids,kids crafts,7.33,,Brighten Your School Day with These Rainbow DIYs! 🌈✂️,https://www.youtube.com/watch?v=8x4PyC-rjLg,8x4PyC-rjLg,ERROR: [youtube] 8x4PyC-rjLg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Crayola Create Kids,,kids,kids crafts,7.47,,Creative Drawing Tricks for Kids | DIY Fun Art Hacks and Colorful Ideas || Crayola Create,https://www.youtube.com/watch?v=FoJqyVAD-s8,FoJqyVAD-s8,ERROR: [youtube] FoJqyVAD-s8: This video is not available,False
,Crayola Create Kids,,kids,kids crafts,7.8,,Easy Way to Organize Your Desk 🖥️ | Back to School Crafts for Kids,https://www.youtube.com/watch?v=yLW_GWSIQlQ,yLW_GWSIQlQ,ERROR: [youtube] yLW_GWSIQlQ: This video is not available,False
,5-Minute Crafts,,kids,kids crafts,7.1,,GENIUS SUMMER HACKS || Best Ideas For Crafty Parents,https://www.youtube.com/watch?v=nDtqGRYGeHI,nDtqGRYGeHI,ERROR: [youtube] nDtqGRYGeHI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Crayola Create Kids,,kids,kids crafts,7.73,,Creative Back to School Crafts for Kids | Crayola Create,https://www.youtube.com/watch?v=wFkJw_hqWSg,wFkJw_hqWSg,ERROR: [youtube] wFkJw_hqWSg: This video is not available,False
,"SLICK SLIME SAM - DIY, Comedy, Science",,kids,kids crafts,7.81,,3 INSANELY COOL CRAFTS FOR ARTSY KIDS,https://www.youtube.com/watch?v=rhjfo1ZXw_g,rhjfo1ZXw_g,ERROR: [youtube] rhjfo1ZXw_g: This video is not available,False
,Meekah - Educational Videos for Kids,,kids,kids crafts,7.41,,Meekah & Blippi's Art & Crafts Marathon! | Educational Videos for Kids,https://www.youtube.com/watch?v=pGC1GjH4T8k,pGC1GjH4T8k,ERROR: [youtube] pGC1GjH4T8k: This video is not available,False
,5-Minute Crafts,,kids,kids crafts,7.33,,I TURNED SCHOOL SUPPLIES INTO FIDGETS! 🤯 Genius Back To School DIYs! 🔥,https://www.youtube.com/watch?v=hFz_ERoUOAw,hFz_ERoUOAw,ERROR: [youtube] hFz_ERoUOAw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,5-Minute Crafts,,kids,kids crafts,8.03,,"DIY SQUISHIES FROM HOUSEHOLD ITEMS! 🏠 Easy Hacks, No Special Tools! 🤯",https://www.youtube.com/watch?v=nmY8QpLkmXs,nmY8QpLkmXs,ERROR: [youtube] nmY8QpLkmXs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
